ticker
BBCA.JK
BBRI.JK
BBNI.JK
BMRI.JK
TLKM.JK
ASII.JK
UNVR.JK
HMSP.JK
GGRM.JK
INDF.JK
ICBP.JK
KLBF.JK
UNTR.JK
PGAS.JK
PTBA.JK
ADRO.JK
ANTM.JK
TINS.JK
INCO.JK
SMGR.JK
CPIN.JK
JPFA.JK
BSDE.JK
CTRA.JK
LPKR.JK
PWON.JK
MNCN.JK
SCMA.JK
ISAT.JK
EXCL.JK
