ticker
ZYRX.JK
ZONE.JK
ZINC.JK
YUPI.JK
YULE.JK
YPAS.JK
YOII.JK
YELO.JK
WTON.JK
WSBP.JK
WOWS.JK
WOOD.JK
WOMF.JK
WMUU.JK
WIRG.JK
WINS.JK
WINR.JK
WINE.JK
WIIM.JK
WIFI.JK
WIDI.JK
WGSH.JK
WEHA.JK
WEGE.JK
WAPO.JK
VTNY.JK
VRNA.JK
VOKS.JK
VKTR.JK
VIVA.JK
VISI.JK
VINS.JK
VICO.JK
VICI.JK
VERN.JK
VAST.JK
UVCR.JK
URBN.JK
UNVR.JK
UNTR.JK
UNTD.JK
UNSP.JK
UNIQ.JK
UNIC.JK
ULTJ.JK
UFOE.JK
UDNG.JK
UCID.JK
UANG.JK
TYRE.JK
TUGU.JK
TSPC.JK
TRUS.JK
TRUK.JK
TRUE.JK
TRST.JK
TRON.JK
TRJA.JK
TRIS.JK
TRIN.JK
TRIM.JK
TRGU.JK
TPMA.JK
TPIA.JK
TOWR.JK
TOTO.JK
TOTL.JK
TOSK.JK
TOOL.JK
TOBA.JK
TNCA.JK
TMPO.JK
TMAS.JK
TLKM.JK
TLDN.JK
TKIM.JK
TIRT.JK
TIRA.JK
TINS.JK
TIFA.JK
TGKA.JK
TFCO.JK
TFAS.JK
TEBE.JK
TCPI.JK
TCID.JK
TBMS.JK
TBLA.JK
TBIG.JK
TAYS.JK
TAXI.JK
TARA.JK
TAPG.JK
TAMU.JK
TAMA.JK
TALF.JK
SWID.JK
SURI.JK
SURE.JK
SUPA.JK
SUNI.JK
SULI.JK
STTP.JK
STRK.JK
STAR.JK
STAA.JK
SSTM.JK
SSMS.JK
SSIA.JK
SRTG.JK
SRSN.JK
SRAJ.JK
SQMI.JK
SPTO.JK
SPRE.JK
SPMA.JK
SOUL.JK
SOTS.JK
SOSS.JK
SONA.JK
SOLA.JK
SOHO.JK
SOFA.JK
SOCI.JK
SNLK.JK
SMSM.JK
SMRA.JK
SMMT.JK
SMMA.JK
SMLE.JK
SMKM.JK
SMKL.JK
SMIL.JK
SMGR.JK
SMGA.JK
SMDR.JK
SMDM.JK
SMBR.JK
SMAR.JK
SLIS.JK
SKRN.JK
SKLT.JK
SKBM.JK
SIPD.JK
SINI.JK
SIMP.JK
SILO.JK
SIDO.JK
SICO.JK
SHIP.JK
SHID.JK
SGRO.JK
SGER.JK
SFAN.JK
SEMA.JK
SDRA.JK
SDPC.JK
SDMU.JK
SCNP.JK
SCMA.JK
SCCO.JK
SBMA.JK
SATU.JK
SAPX.JK
SAMF.JK
SAME.JK
SAGE.JK
SAFE.JK
RUNS.JK
RUIS.JK
RSCH.JK
ROTI.JK
RONY.JK
RODA.JK
ROCK.JK
RMKO.JK
RMKE.JK
RLCO.JK
RISE.JK
RIGS.JK
RICY.JK
RGAS.JK
RELI.JK
RELF.JK
REAL.JK
RDTX.JK
RCCC.JK
RBMS.JK
RATU.JK
RANC.JK
RALS.JK
RAJA.JK
RAAM.JK
PZZA.JK
PYFA.JK
PWON.JK
PURI.JK
PURA.JK
PUDP.JK
PTSP.JK
PTSN.JK
PTRO.JK
PTPW.JK
PTPS.JK
PTPP.JK
PTMP.JK
PTIS.JK
PTBA.JK
PSSI.JK
PSKT.JK
PSGO.JK
PSDN.JK
PSAT.JK
PSAB.JK
PRIM.JK
PRDA.JK
PRAY.JK
PPRO.JK
PPRI.JK
PPRE.JK
PPGL.JK
POWR.JK
PORT.JK
POLY.JK
POLU.JK
POLI.JK
PNSE.JK
PNLF.JK
PNIN.JK
PNGO.JK
PNBS.JK
PNBN.JK
PMUI.JK
PMJS.JK
PLAN.JK
PKPK.JK
PJHB.JK
PJAA.JK
PIPA.JK
PICO.JK
PGUN.JK
PGLI.JK
PGJO.JK
PGEO.JK
PGAS.JK
PEVE.JK
PEHA.JK
PEGE.JK
PDPP.JK
PDES.JK
PCAR.JK
PBSA.JK
PBRX.JK
PBID.JK
PART.JK
PANS.JK
PANR.JK
PANI.JK
PAMG.JK
PALM.JK
PADI.JK
PADA.JK
PACK.JK
OPMS.JK
OMRE.JK
OMED.JK
OLIV.JK
OKAS.JK
OILS.JK
OBMD.JK
OBAT.JK
OASA.JK
NTBK.JK
NSSS.JK
NRCA.JK
NPGF.JK
NOBU.JK
NISP.JK
NIRO.JK
NINE.JK
NIKL.JK
NICL.JK
NICK.JK
NICE.JK
NFCX.JK
NETV.JK
NEST.JK
NELY.JK
NCKL.JK
NAYZ.JK
NATO.JK
NASI.JK
NASA.JK
